lemma,count,distinct_hymns,upos_breakdown
vidhā,5,5,{'VERB': 5}
vikṛ,5,4,{'VERB': 5}
traiṣṭubha,5,3,"{'NOUN': 4, 'ADJ': 1}"
nistakṣ,5,5,{'VERB': 5}
salila,5,5,"{'NOUN': 4, 'ADJ': 1}"
pradhi,5,5,{'NOUN': 5}
haviṣkṛt,5,5,"{'ADJ': 4, 'NOUN': 1}"
bhuji,5,5,{'NOUN': 5}
dūredṛś,5,5,{'ADJ': 5}
bṛhaddiva,5,4,{'NOUN': 5}
sādhāraṇa,5,5,{'ADJ': 5}
manā,5,5,{'NOUN': 5}
kakṣyā,5,5,{'NOUN': 5}
opaśa,5,5,{'NOUN': 5}
dāśu,5,5,{'ADJ': 5}
dūṇāśa,5,5,{'ADJ': 5}
amutas,5,4,{'ADV': 5}
khan,5,5,{'VERB': 5}
rathyā,5,5,{'NOUN': 5}
prasravaṇa,5,5,{'NOUN': 5}
sukṛt,5,5,{'ADJ': 5}
daṃsiṣṭha,5,4,{'ADJ': 5}
katara,5,4,{'PRON': 5}
sudina,5,5,{'NOUN': 5}
nivacana,5,5,{'NOUN': 5}
taskara,5,5,{'NOUN': 5}
upe,5,5,{'VERB': 5}
sudughā,5,5,{'NOUN': 5}
svan,5,5,"{'VERB': 3, 'ADJ': 2}"
svaday,5,5,{'VERB': 5}
saparyu,5,5,{'ADJ': 5}
vaśā,5,5,{'NOUN': 5}
paraspā,5,4,{'ADJ': 5}
nijūrv,5,5,{'VERB': 5}
dānava,5,3,{'NOUN': 5}
asinvat,5,4,{'ADJ': 5}
nīcā,5,5,{'ADV': 5}
kāmin,5,5,{'ADJ': 5}
mi,5,5,{'VERB': 5}
preray,5,5,{'VERB': 5}
pathikṛt,5,5,{'ADJ': 5}
ṛṇayā,5,4,{'ADJ': 5}
prabhṛti,5,4,{'NOUN': 5}
haye,5,4,{'ADV': 5}
upastir,5,5,{'NOUN': 5}
cātay,5,5,{'VERB': 5}
arapas,5,5,{'ADJ': 5}
rapś,5,5,{'VERB': 5}
āsic,5,5,"{'NOUN': 2, 'VERB': 3}"
śakman,5,5,{'NOUN': 5}
śakuni,5,2,{'NOUN': 5}
nagna,5,5,{'ADJ': 5}
damya,5,5,{'ADJ': 5}
canohita,5,3,{'ADJ': 5}
vimāna,5,5,"{'NOUN': 2, 'ADJ': 3}"
pṛtanājya,5,5,{'NOUN': 5}
śīra,5,4,{'ADJ': 5}
kavitama,5,5,{'ADJ': 5}
prabhūti,5,5,"{'NOUN': 4, 'ADJ': 1}"
vājina,5,4,{'NOUN': 5}
medas,5,2,{'NOUN': 5}
parastāt,5,5,{'ADV': 5}
varṣa,5,5,{'NOUN': 5}
pracoday,5,5,{'VERB': 5}
bhāgadheya,5,5,{'NOUN': 5}
suraṇa,5,5,"{'ADJ': 3, 'NOUN': 2}"
pūrbhid,5,5,{'NOUN': 5}
yād,5,4,{'VERB': 5}
sahāvan,5,5,{'ADJ': 5}
acitti,5,5,{'NOUN': 5}
mitadru,5,5,{'ADJ': 5}
ū,5,4,{'ADV': 5}
veda,5,5,{'NOUN': 5}
gadhya,5,4,{'ADJ': 5}
asiknī,5,5,{'NOUN': 5}
aśvāyat,5,5,{'ADJ': 5}
mamat,5,1,{'ADV': 5}
rejay,5,5,{'VERB': 5}
ajñāta,5,5,{'ADJ': 5}
ayuta,5,5,{'NOUN': 5}
anā,5,4,{'ADV': 5}
pruṣitapsu,5,5,{'ADJ': 5}
tartar,5,5,{'VERB': 5}
prayāṇa,5,4,{'NOUN': 5}
savīman,5,5,{'NOUN': 5}
varatrā,5,4,{'NOUN': 5}
svāna,5,5,{'NOUN': 5}
vyuṣ,5,5,{'NOUN': 5}
mandratama,5,5,{'ADJ': 5}
uśanā,5,5,"{'ADV': 1, 'NOUN': 4}"
nṛt,5,4,{'VERB': 5}
mehanā,5,4,{'ADV': 5}
haya,5,5,"{'NOUN': 3, 'ADJ': 2}"
skand,5,5,{'VERB': 5}
atī,5,5,{'VERB': 5}
irya,5,5,{'ADJ': 5}
pāyya,5,4,{'NOUN': 5}
priyatama,5,5,{'ADJ': 5}
suṣumna,5,5,{'ADJ': 5}
sthāna,5,4,{'NOUN': 5}
dīv,5,4,"{'NOUN': 2, 'VERB': 3}"
tavīyas,5,5,{'ADJ': 5}
panyas,5,5,{'ADJ': 5}
bhṛti,5,5,{'NOUN': 5}
durādhī,5,5,{'ADJ': 5}
dūtī,5,3,{'NOUN': 5}
sumanasyamāna,5,4,{'ADJ': 5}
dhanus,5,5,{'NOUN': 5}
bheda,5,4,{'NOUN': 5}
apsaras,5,4,{'NOUN': 5}
prapā,5,5,"{'VERB': 4, 'NOUN': 1}"
aripra,5,5,{'ADJ': 5}
dat,5,5,{'NOUN': 5}
muni,5,3,{'NOUN': 5}
paścātāt,5,5,{'ADV': 5}
udaktāt,5,4,{'ADV': 5}
vananvat,5,5,{'ADJ': 5}
arvat,5,5,{'ADJ': 5}
mogha,5,4,{'ADJ': 5}
vivakṣaṇa,5,5,{'ADJ': 5}
triṣṭubh,5,5,{'NOUN': 5}
nedīyas,5,5,{'ADJ': 5}
dravitnu,5,5,{'ADJ': 5}
pavamāna,5,5,{'NOUN': 5}
viṣṭambha,5,5,{'NOUN': 5}
aṇva,5,5,{'NOUN': 5}
hantṛ,5,4,{'ADJ': 5}
vaivasvata,5,5,{'NOUN': 5}
asunīti,5,4,{'NOUN': 5}
āśay,5,4,{'VERB': 5}
ariṣṭatāti,5,3,{'NOUN': 5}
alaṃkṛ,4,4,{'VERB': 4}
rudravartani,4,3,{'NOUN': 4}
sakha,4,4,{'NOUN': 4}
vidadvasu,4,4,{'ADJ': 4}
śruta,4,4,"{'ADJ': 3, 'NOUN': 1}"
arkin,4,4,{'ADJ': 4}
śākhā,4,4,{'NOUN': 4}
gantṛ,4,4,{'ADJ': 4}
tvādāta,4,4,{'ADJ': 4}
jetṛ,4,4,{'ADJ': 4}
aparājita,4,4,{'ADJ': 4}
gārhapatya,4,4,{'NOUN': 4}
praṇaś,4,4,{'VERB': 4}
gopītha,4,4,{'NOUN': 4}
niṣkṛ,4,4,{'VERB': 4}
sāpta,4,4,{'NOUN': 4}
varuṇānī,4,4,{'NOUN': 4}
anṛkṣara,4,4,{'ADJ': 4}
vikram,4,4,{'VERB': 4}
śubha,4,4,{'ADJ': 4}
dveṣa,4,4,{'NOUN': 4}
anvi,4,4,{'VERB': 4}
pratidhā,4,4,"{'VERB': 3, 'NOUN': 1}"
ṛkṣa,4,4,{'NOUN': 4}
kṣad,4,4,{'VERB': 4}
jarā,4,4,{'NOUN': 4}
jargur,4,1,{'VERB': 4}
dundubhi,4,2,{'NOUN': 4}
girvāhas,4,4,{'ADJ': 4}
pūrvam,4,4,{'ADV': 4}
cakrī,4,3,{'NOUN': 4}
āśvina,4,4,"{'NOUN': 3, 'ADJ': 1}"
vibhāvarī,4,3,{'NOUN': 4}
kalyāṇa,4,4,{'ADJ': 4}
vayaskṛt,4,4,{'ADJ': 4}
ādhra,4,4,{'ADJ': 4}
sīv,4,4,{'VERB': 4}
vivraśc,4,4,{'VERB': 4}
bādha,4,4,{'NOUN': 4}
yātṛ,4,4,"{'ADJ': 2, 'NOUN': 2}"
dhanin,4,4,{'ADJ': 4}
jeṣa,4,4,{'NOUN': 4}
yantra,4,4,{'NOUN': 4}
anuvrata,4,4,{'ADJ': 4}
suprāvya,4,4,{'ADJ': 4}
yātumāvat,4,4,{'ADJ': 4}
yuṣmāka,4,3,{'ADJ': 4}
spṛhay,4,4,{'VERB': 4}
saścant,4,4,{'NOUN': 4}
gātha,4,4,{'NOUN': 4}
jalāṣa,4,4,{'ADJ': 4}
meṣī,4,4,{'NOUN': 4}
bhāṛjīka,4,3,{'ADJ': 4}
manotṛ,4,4,{'NOUN': 4}
papuri,4,4,{'ADJ': 4}
asita,4,4,{'ADJ': 4}
uṣā,4,4,{'NOUN': 4}
citrāmagha,4,4,{'ADJ': 4}
javana,4,4,{'ADJ': 4}
dura,4,2,{'NOUN': 4}
ārohay,4,4,{'VERB': 4}
śnathay,4,4,{'VERB': 4}
vaṅku,4,4,{'ADJ': 4}
yayi,4,4,"{'ADJ': 3, 'NOUN': 1}"
prayantṛ,4,4,{'ADJ': 4}
nihan,4,4,{'VERB': 4}
yoyu,4,4,{'VERB': 4}
da,4,2,{'ADJ': 4}
daray,4,4,{'VERB': 4}
anānuda,4,4,{'ADJ': 4}
tūrvayāṇa,4,4,{'NOUN': 4}
śivatama,4,4,{'ADJ': 4}
tij,4,4,{'VERB': 4}
viśri,4,4,{'VERB': 4}
panasy,4,4,{'VERB': 4}
kṛtrima,4,4,{'ADJ': 4}
rāmay,4,4,{'VERB': 4}
nivṛ,4,4,{'VERB': 4}
sādhiṣṭha,4,4,{'ADJ': 4}
krāṇā,4,4,{'ADV': 4}
eman,4,4,{'NOUN': 4}
oṇi,4,4,{'NOUN': 4}
nodhas,4,4,{'NOUN': 4}
saraṇyu,4,3,"{'NOUN': 1, 'ADJ': 3}"
phaliga,4,4,{'NOUN': 4}
drā,4,4,{'VERB': 4}
purukutsa,4,4,{'NOUN': 4}
viśvadha,4,4,{'ADV': 4}
ghṛṣu,4,4,{'ADJ': 4}
pariṣṭi,4,4,{'NOUN': 4}
jāyu,4,3,{'ADJ': 4}
pravye,4,4,{'VERB': 4}
vibhṛtra,4,4,{'ADJ': 4}
tsar,4,4,{'VERB': 4}
pṛśana,4,4,{'ADJ': 4}
nemadhiti,4,4,{'NOUN': 4}
nipā,4,4,{'VERB': 4}
upakṣi,4,4,{'VERB': 4}
upapre,4,4,{'VERB': 4}
ātithya,4,4,{'NOUN': 4}
prabharman,4,4,{'NOUN': 4}
pūṣaṇvat,4,4,{'ADJ': 4}
gaurī,4,4,{'NOUN': 4}
ibha,4,4,{'NOUN': 4}
tṛṣṇaj,4,4,{'ADJ': 4}
krīḍi,4,4,{'ADJ': 4}
iṣmin,4,4,{'ADJ': 4}
abhīru,4,3,{'ADJ': 4}
ṛṣṭimat,4,4,{'ADJ': 4}
sasvar,4,4,{'ADV': 4}
daṃṣṭra,4,3,{'NOUN': 4}
madhyā,4,4,{'ADV': 4}
saṃgatha,4,4,{'NOUN': 4}
manāyu,4,3,{'ADJ': 4}
vivṛ,4,4,{'VERB': 4}
avasa,4,4,{'NOUN': 4}
sadṛś,4,4,{'ADJ': 4}
viruc,4,3,{'VERB': 4}
kavya,4,4,"{'NOUN': 2, 'ADJ': 2}"
saṃgamana,4,4,{'ADJ': 4}
ṛbhvan,4,4,{'ADJ': 4}
bṛṃh,4,4,{'VERB': 4}
adhivaktṛ,4,4,{'NOUN': 4}
aparihvṛta,4,4,{'ADJ': 4}
prāṇ,4,4,{'VERB': 4}
saṃgama,4,4,{'NOUN': 4}
avasā,4,4,{'VERB': 4}
phena,4,4,{'NOUN': 4}
ārodhana,4,3,{'NOUN': 4}
avadhā,4,4,{'VERB': 4}
vittara,4,4,{'ADJ': 4}
prayati,4,4,{'NOUN': 4}
apāka,4,4,{'ADJ': 4}
jeh,4,4,{'VERB': 4}
pṛtsuti,4,4,{'NOUN': 4}
mandhātṛ,4,4,{'NOUN': 4}
devya,4,4,{'NOUN': 4}
java,4,3,{'NOUN': 4}
ārjuneya,4,4,{'NOUN': 4}
praticakṣ,4,3,{'VERB': 4}
syūman,4,4,{'NOUN': 4}
anātura,4,4,{'ADJ': 4}
kumbha,4,4,{'NOUN': 4}
surā,4,4,{'NOUN': 4}
ghraṃsa,4,4,{'NOUN': 4}
ṛbīsa,4,4,{'NOUN': 4}
śara,4,3,{'NOUN': 4}
jasuri,4,4,{'ADJ': 4}
viṣṇāpū,4,4,{'NOUN': 4}
barhiṣmat,4,4,{'ADJ': 4}
daśama,4,4,{'ADJ': 4}
pravah,4,4,{'VERB': 4}
kanīna,4,4,{'ADJ': 4}
tridhā,4,3,{'ADV': 4}
raṃhas,4,4,{'NOUN': 4}
avarti,4,4,{'NOUN': 4}
vipanyayā,4,4,{'ADV': 4}
acetas,4,3,{'ADJ': 4}
vaṣaṭkṛ,4,4,{'VERB': 4}
dan,4,4,"{'NOUN': 3, 'VERB': 1}"
samaha,4,4,{'PART': 4}
turaṇy,4,3,{'VERB': 4}
niyu,4,4,{'VERB': 4}
apivṛ,4,4,{'VERB': 4}
jaraṇa,4,4,{'ADJ': 4}
vātāpya,4,4,{'ADJ': 4}
karta,4,3,{'NOUN': 4}
pramahas,4,4,{'ADJ': 4}
daṃsu,4,4,{'ADJ': 4}
visṛj,4,4,{'VERB': 4}
rathavat,4,4,{'ADJ': 4}
ape,4,4,{'VERB': 4}
vadhūmat,4,4,{'ADJ': 4}
bhojya,4,3,{'NOUN': 4}
araṇi,4,4,{'NOUN': 4}
upavac,4,4,{'VERB': 4}
sucetunā,4,3,{'ADV': 4}
abhihrut,4,3,"{'ADJ': 3, 'NOUN': 1}"
rayivat,4,4,{'ADJ': 4}
arśasāna,4,4,{'NOUN': 4}
taṃs,4,4,{'VERB': 4}
yātumat,4,2,{'ADJ': 4}
anāśu,4,4,{'ADJ': 4}
ābhaga,4,3,{'NOUN': 4}
uṣṭra,4,4,{'NOUN': 4}
adhvasman,4,4,{'ADJ': 4}
raghudru,4,4,{'ADJ': 4}
marmṛś,4,4,{'VERB': 4}
mathāy,4,4,{'VERB': 4}
viśvadhā,4,4,{'ADV': 4}
vakvan,4,4,{'ADJ': 4}
vyacastama,4,4,{'ADJ': 4}
dhūrṣad,4,4,{'ADJ': 4}
ena,4,4,{'ADJ': 4}
praśis,4,4,{'NOUN': 4}
vandāru,4,4,"{'ADJ': 2, 'NOUN': 2}"
māmateya,4,4,{'NOUN': 4}
arātīvan,4,4,{'ADJ': 4}
marcay,4,3,{'VERB': 4}
śaryā,4,4,{'NOUN': 4}
abhikhyā,4,4,"{'NOUN': 2, 'VERB': 2}"
purumīḍha,4,4,{'NOUN': 4}
nimruc,4,4,{'NOUN': 4}
prayukti,4,4,{'NOUN': 4}
adhikṣi,4,4,{'VERB': 4}
ābhaj,4,4,{'VERB': 4}
sayoni,4,3,{'ADJ': 4}
vapuṣya,4,3,{'ADJ': 4}
pavitravat,4,4,{'ADJ': 4}
skambhana,4,4,{'NOUN': 4}
upāv,4,4,{'VERB': 4}
karasna,4,4,{'NOUN': 4}
ṛtuśas,4,4,{'ADV': 4}
asi,4,4,{'NOUN': 4}
janitra,4,4,{'NOUN': 4}
nidhāna,4,3,{'NOUN': 4}
abhirakṣ,4,4,{'VERB': 4}
sayuj,4,4,{'ADJ': 4}
pippala,4,3,{'NOUN': 4}
nipad,4,3,{'VERB': 4}
tena,4,3,{'ADV': 4}
stana,4,4,{'NOUN': 4}
śaśaya,4,4,{'ADJ': 4}
sarasvant,4,3,{'NOUN': 4}
vadhasna,4,4,{'NOUN': 4}
māndārya,4,4,{'NOUN': 4}
anavabhra,4,4,{'ADJ': 4}
kṛti,4,3,{'NOUN': 4}
viśvakṛṣṭi,4,4,{'ADJ': 4}
kﾱp,4,3,{'VERB': 4}
niśā,4,4,{'VERB': 4}
mṛdhravāc,4,4,{'ADJ': 4}
sīrā,4,4,{'NOUN': 4}
seka,4,4,{'NOUN': 4}
pariṣvaj,4,4,{'VERB': 4}
śromata,4,4,{'NOUN': 4}
samanta,4,4,{'ADJ': 4}
viśvānara,4,4,{'ADJ': 4}
namaukti,4,4,{'NOUN': 4}
ninitsu,4,4,{'ADJ': 4}
madhula,4,1,{'ADJ': 4}
bhrātra,4,4,{'NOUN': 4}
divaspṛthivī,4,4,{'NOUN': 4}
rāmyā,4,4,{'NOUN': 4}
vyacasvat,4,4,{'ADJ': 4}
gṛtsamada,4,4,{'NOUN': 4}
draviṇasyu,4,4,{'ADJ': 4}
yaśastama,4,4,{'ADJ': 4}
avabhid,4,3,{'VERB': 4}
krandas,4,4,{'NOUN': 4}
viśvapsnya,4,4,{'ADJ': 4}
prabhū,4,4,{'VERB': 4}
ramay,4,4,{'VERB': 4}
tara,4,4,"{'NOUN': 3, 'ADJ': 1}"
varcin,4,4,{'NOUN': 4}
rodhas,4,4,{'NOUN': 4}
saptati,4,4,{'NOUN': 4}
abhisvara,4,4,{'NOUN': 4}
dam,4,4,"{'VERB': 3, 'NOUN': 1}"
devatama,4,4,{'ADJ': 4}
kṣipra,4,4,{'ADJ': 4}
venya,4,4,"{'ADJ': 2, 'NOUN': 2}"
aśan,4,4,{'NOUN': 4}
padyā,4,4,{'NOUN': 4}
rākā,4,2,{'NOUN': 4}
sinīvālī,4,2,{'NOUN': 4}
ojīyas,4,4,{'ADJ': 4}
pramṛṣ,4,4,{'VERB': 4}
somāpūṣan,4,1,{'NOUN': 4}
ambā,4,3,{'NOUN': 4}
sabandhu,4,4,{'ADJ': 4}
sakhī,4,3,{'NOUN': 4}
pṛtanāyu,4,4,"{'NOUN': 3, 'ADJ': 1}"
amṛtyu,4,4,{'ADJ': 4}
āpṛṇ,4,4,{'VERB': 4}
caraṇa,4,4,{'NOUN': 4}
nīla,4,4,{'ADJ': 4}
śreyas,4,4,{'ADJ': 4}
valśa,4,3,{'NOUN': 4}
nivartana,4,2,"{'NOUN': 2, 'ADJ': 2}"
ādabh,4,4,{'VERB': 4}
sanaya,4,4,{'ADJ': 4}
nirmath,4,4,{'VERB': 4}
sukṛta,4,4,{'NOUN': 4}
samīka,4,4,{'NOUN': 4}
tānva,4,4,"{'ADJ': 3, 'NOUN': 1}"
saṃpaś,4,4,{'VERB': 4}
khāda,4,4,"{'ADJ': 3, 'NOUN': 1}"
phala,4,4,{'NOUN': 4}
smaddiṣṭi,4,4,{'ADJ': 4}
viśvāsah,4,4,{'ADJ': 4}
turāṣāh,4,4,{'NOUN': 4}
abhiṣāc,4,4,{'ADJ': 4}
viyu,4,4,{'VERB': 4}
prayuta,4,4,{'ADJ': 4}
pratīcīna,4,4,{'ADJ': 4}
padya,4,2,{'ADJ': 4}
mitajñu,4,4,{'ADJ': 4}
prathas,4,3,{'NOUN': 4}
sahasraṇītha,4,4,{'ADJ': 4}
nyer,4,2,{'VERB': 4}
nīḍa,4,2,{'NOUN': 4}
bhurij,4,4,{'NOUN': 4}
sudhī,4,4,{'ADJ': 4}
veśa,4,4,{'NOUN': 4}
vakṣatha,4,4,{'NOUN': 4}
kūcid,4,4,{'ADV': 4}
sāhadevya,4,1,{'NOUN': 4}
madiṣṭha,4,4,{'ADJ': 4}
bhan,4,3,{'VERB': 4}
anādhṛṣya,4,4,{'ADJ': 4}
vidhavā,4,3,{'NOUN': 4}
pratibhṛ,4,4,{'VERB': 4}
rāśi,4,4,{'NOUN': 4}
śaciṣṭha,4,4,{'ADJ': 4}
gomatī,4,4,{'NOUN': 4}
saṃvaraṇa,4,4,{'NOUN': 4}
īrmā,4,4,{'NOUN': 4}
sampiṣ,4,2,{'VERB': 4}
āruj,4,4,{'VERB': 4}
āmur,4,4,{'NOUN': 4}
abhī,4,4,{'VERB': 4}
sraj,4,4,{'NOUN': 4}
yuvayu,4,4,{'ADJ': 4}
catuṣpād,4,4,{'NOUN': 4}
vidhāna,4,4,"{'NOUN': 3, 'ADJ': 1}"
dyāvābhūmī,4,4,{'NOUN': 4}
śepa,4,4,{'NOUN': 4}
sumnāyu,4,4,{'ADJ': 4}
samyak,4,4,{'ADV': 4}
no,4,4,{'ADV': 4}
mṛdhra,4,4,{'NOUN': 4}
vidvas,4,2,{'ADJ': 4}
suvṛdh,4,4,{'ADJ': 4}
kilbiṣa,4,4,{'NOUN': 4}
dīrghaśruttama,4,4,{'ADJ': 4}
svarbhānu,4,1,{'NOUN': 4}
āsura,4,3,{'ADJ': 4}
vani,4,3,{'NOUN': 4}
yamī,4,2,{'NOUN': 4}
pārāvata,4,4,"{'ADJ': 3, 'NOUN': 1}"
śikvas,4,4,{'ADJ': 4}
enī,4,4,{'NOUN': 4}
bīja,4,4,{'NOUN': 4}
śrathay,4,4,{'VERB': 4}
añc,4,4,{'VERB': 4}
varṣay,4,3,{'VERB': 4}
carama,4,4,{'ADJ': 4}
saptavadhri,4,3,{'NOUN': 4}
varṣya,4,3,{'ADJ': 4}
śithira,4,4,{'ADJ': 4}
nitośana,4,4,{'ADJ': 4}
niśiti,4,4,{'NOUN': 4}
spṛhayāyya,4,4,{'ADJ': 4}
ṛṣabha,4,4,{'NOUN': 4}
vitantasāyya,4,4,{'ADJ': 4}
nyartha,4,4,{'NOUN': 4}
karhi,4,3,{'ADV': 4}
duvoyu,4,3,{'ADJ': 4}
pratibhūṣ,4,4,{'VERB': 4}
māghona,4,4,{'NOUN': 4}
suṣaha,4,4,{'ADJ': 4}
parṇin,4,4,{'ADJ': 4}
devavat,4,4,{'ADJ': 4}
sutrāman,4,2,{'NOUN': 4}
pruth,4,3,{'VERB': 4}
vāvad,4,4,{'VERB': 4}
dhīvat,4,3,{'ADJ': 4}
ānava,4,4,{'ADJ': 4}
somārudra,4,1,{'NOUN': 4}
ṛjīti,4,4,{'ADJ': 4}
gṛbh,4,4,{'NOUN': 4}
yādva,4,3,"{'NOUN': 2, 'ADJ': 2}"
sūda,4,4,{'NOUN': 4}
jñāti,4,4,{'NOUN': 4}
satrāc,4,4,{'ADJ': 4}
anirā,4,4,{'NOUN': 4}
ced,4,4,{'SCONJ': 4}
vasutvana,4,4,{'NOUN': 4}
acit,4,4,{'ADJ': 4}
śipiviṣṭa,4,2,{'ADJ': 4}
bhaṅgurāvat,4,3,{'ADJ': 4}
śatāmagha,4,4,{'ADJ': 4}
madhyatas,4,4,{'ADV': 4}
mahemati,4,4,{'ADJ': 4}
dvayu,4,3,{'ADJ': 4}
suṣāman,4,4,{'NOUN': 4}
ahīśuva,4,3,{'NOUN': 4}
pastya,4,3,{'NOUN': 4}
adhyakṣa,4,4,{'NOUN': 4}
cikit,4,4,{'ADJ': 4}
odana,4,3,{'NOUN': 4}
devatāt,4,3,{'NOUN': 4}
dātu,4,3,{'NOUN': 4}
yavamat,4,4,{'ADJ': 4}
sūryāmāsa,4,4,{'NOUN': 4}
hetṛ,4,4,{'ADJ': 4}
atyavi,4,4,{'NOUN': 4}
sahasrabharṇas,4,3,{'ADJ': 4}
matsarintama,4,4,{'ADJ': 4}
panipn,4,3,{'VERB': 4}
jigatnu,4,4,{'ADJ': 4}
saṃsṛj,4,3,"{'VERB': 3, 'NOUN': 1}"
śvaśura,4,3,{'NOUN': 4}
saṃsthā,4,4,{'VERB': 4}
parātaram,4,1,{'ADV': 4}
kanā,4,1,{'NOUN': 4}
ekapād,4,4,{'NOUN': 4}
vādhryaśva,4,1,{'NOUN': 4}
viśvāvasu,4,2,{'NOUN': 4}
samrājñī,4,1,{'NOUN': 4}
kapṛth,4,2,{'NOUN': 4}
prapaś,4,4,{'VERB': 4}
adhiratha,4,2,"{'NOUN': 3, 'ADJ': 1}"
araṇyāni,4,1,{'NOUN': 4}
asapatna,4,2,{'ADJ': 4}
citraśravastama,3,3,{'ADJ': 3}
upāyana,3,3,{'NOUN': 3}
kākud,3,3,{'NOUN': 3}
virapśa,3,3,"{'ADJ': 1, 'NOUN': 2}"
rabhasvat,3,2,{'ADJ': 3}
nyokas,3,2,{'ADJ': 3}
vṛṣṇi,3,3,"{'NOUN': 2, 'ADJ': 1}"
kakṣya,3,3,"{'NOUN': 2, 'ADJ': 1}"
upaśruti,3,3,{'NOUN': 3}
ghṛtāhavana,3,3,{'ADJ': 3}
cakṣaṇa,3,3,{'NOUN': 3}
yajñanī,3,3,{'ADJ': 3}
īdṛś,3,3,{'ADJ': 3}
viṣṭi,3,3,{'NOUN': 3}
dūraka,3,3,{'NOUN': 3}
surādhas,3,3,"{'ADJ': 2, 'NOUN': 1}"
carkṛṣ,3,3,{'VERB': 3}
stūpa,3,3,{'NOUN': 3}
vicākaś,3,3,{'VERB': 3}
druhvan,3,3,{'ADJ': 3}
miyedhya,3,3,{'ADJ': 3}
divitmat,3,3,{'ADJ': 3}
sahantya,3,3,{'ADJ': 3}
kaya,3,3,{'PRON': 3}
bṛhadbhānu,3,3,{'NOUN': 3}
jaghana,3,3,{'NOUN': 3}
gardabha,3,3,{'NOUN': 3}
at,3,3,{'VERB': 3}
aghnya,3,3,{'NOUN': 3}
sukṛttara,3,3,{'ADJ': 3}
paritakmya,3,2,{'ADJ': 3}
nahuṣa,3,3,{'NOUN': 3}
manuṣa,3,3,{'NOUN': 3}
kṣadman,3,3,{'NOUN': 3}
durmada,3,3,{'ADJ': 3}
aparī,3,3,{'NOUN': 3}
iṣudhi,3,3,{'NOUN': 3}
sañj,3,3,{'VERB': 3}
coṣkūy,3,3,{'VERB': 3}
sanaka,3,3,"{'NOUN': 1, 'ADJ': 2}"
yuyuts,3,3,{'VERB': 3}
jakṣ,3,3,{'VERB': 3}
yodhay,3,3,{'VERB': 3}
nāvyā,3,3,{'NOUN': 3}
āvyadh,3,3,{'VERB': 3}
niveśay,3,3,{'VERB': 3}
kṛśana,3,3,"{'NOUN': 2, 'ADJ': 1}"
śamyā,3,3,{'NOUN': 3}
śiti,3,3,{'ADJ': 3}
āṇi,3,3,{'NOUN': 3}
asmadruh,3,3,{'ADJ': 3}
navavāstva,3,3,{'NOUN': 3}
krīḍa,3,2,{'ADJ': 3}
śībham,3,3,{'ADV': 3}
tṛṣṇā,3,3,{'NOUN': 3}
saṃskṛ,3,3,{'VERB': 3}
praṣṭi,3,3,{'NOUN': 3}
akṣiti,3,3,{'ADJ': 3}
pratihary,3,2,{'VERB': 3}
paripanthin,3,3,{'ADJ': 3}
tapuṣi,3,3,{'ADJ': 3}
mantumat,3,3,{'ADJ': 3}
ābhūṣ,3,3,{'VERB': 3}
arjunī,3,3,{'NOUN': 3}
yukti,3,3,{'NOUN': 3}
hariman,3,1,{'NOUN': 3}
apavrata,3,3,{'ADJ': 3}
saca,3,3,{'ADJ': 3}
svapasyā,3,3,{'NOUN': 3}
gātuy,3,3,{'VERB': 3}
nṛṣāc,3,3,{'ADJ': 3}
bhūti,3,3,{'NOUN': 3}
duṣṭuti,3,3,{'NOUN': 3}
nami,3,3,{'NOUN': 3}
suśravas,3,2,"{'NOUN': 2, 'ADJ': 1}"
upagam,3,3,{'VERB': 3}
trāman,3,3,{'NOUN': 3}
pratara,3,3,{'NOUN': 3}
kranday,3,3,{'VERB': 3}
śūṣya,3,3,{'ADJ': 3}
svakṣatra,3,3,{'ADJ': 3}
kopay,3,3,{'VERB': 3}
śāsa,3,3,{'NOUN': 3}
namasyu,3,3,{'ADJ': 3}
bhurvaṇi,3,2,"{'ADJ': 1, 'NOUN': 2}"
saṃcaraṇa,3,3,"{'NOUN': 2, 'ADJ': 1}"
tvāvṛdha,3,3,{'ADJ': 3}
ātā,3,3,{'NOUN': 3}
adman,3,3,{'NOUN': 3}
aviṣy,3,3,{'VERB': 3}
abhivraj,3,3,{'VERB': 3}
āpṛcchya,3,3,{'ADJ': 3}
vājambhara,3,3,{'ADJ': 3}
oha,3,3,{'NOUN': 3}
darman,3,3,{'NOUN': 3}
pacata,3,3,"{'NOUN': 1, 'ADJ': 2}"
tiryañc,3,3,{'ADJ': 3}
nirī,3,3,{'VERB': 3}
joguv,3,3,{'VERB': 3}
suṣṭubh,3,3,"{'NOUN': 1, 'ADJ': 2}"
svara,3,3,{'NOUN': 3}
punarbhū,3,3,{'NOUN': 3}
ahrayāṇa,3,3,{'ADJ': 3}
vṛṣamaṇas,3,3,{'ADJ': 3}
parijri,3,2,{'ADJ': 3}
himā,3,3,{'NOUN': 3}
saṃjñā,3,3,{'VERB': 3}
dhanay,3,3,{'VERB': 3}
śyeta,3,3,{'ADJ': 3}
bhṛgavāṇa,3,3,{'ADJ': 3}
psarastama,3,3,{'ADJ': 3}
upeti,3,3,{'NOUN': 3}
satyatara,3,3,{'ADJ': 3}
bhrājas,3,3,{'NOUN': 3}
